DDI_ID,Object_DrugBank_ID,Precipitant_DrugBank_ID,Object_DCQC,Precipitant_DCQC,Object_Name,Precipitant_Name,Drugbank_AE
P080340,DB01118,DB00280,45441,37911,Amiodarone,Disopyramide,Amiodarone may increase the QTc-prolonging activities of Disopyramide.
P080342,DB00681,DB00280,520,37911,Amphotericin B,Disopyramide,Amphotericin B may decrease the excretion rate of Disopyramide which could result in a higher serum level.
P080343,DB00321,DB00280,429,37911,Amitriptyline,Disopyramide,The risk or severity of QTc prolongation can be increased when Amitriptyline is combined with Disopyramide.
P080347,DB01075,DB00280,3107,37911,Diphenhydramine,Disopyramide,The risk or severity of QTc prolongation can be increased when Diphenhydramine is combined with Disopyramide.
P080374,DB00207,DB01184,46236,45540,Azithromycin,Domperidone,The risk or severity of QTc prolongation can be increased when Azithromycin is combined with Domperidone.
P080376,DB01075,DB01184,3107,45540,Diphenhydramine,Domperidone,The therapeutic efficacy of Domperidone can be decreased when used in combination with Diphenhydramine.
P080378,DB00280,DB01184,37911,45540,Disopyramide,Domperidone,The therapeutic efficacy of Domperidone can be decreased when used in combination with Disopyramide.
P080381,DB00537,DB01184,45503,45540,Ciprofloxacin,Domperidone,The metabolism of Domperidone can be decreased when combined with Ciprofloxacin.
P080382,DB00477,DB01184,1924,45540,Chlorpromazine,Domperidone,The therapeutic efficacy of Domperidone can be decreased when used in combination with Chlorpromazine.
P080384,DB01072,DB01184,47479,45540,Atazanavir,Domperidone,The risk or severity of QTc prolongation can be increased when Atazanavir is combined with Domperidone.
P080385,DB00215,DB01184,47317,45540,Citalopram,Domperidone,The risk or severity of QTc prolongation can be increased when Citalopram is combined with Domperidone.
P080386,DB00608,DB01184,1833,45540,Chloroquine,Domperidone,The risk or severity of QTc prolongation can be increased when Chloroquine is combined with Domperidone.
P080388,DB00261,DB01184,47262,45540,Anagrelide,Domperidone,The risk or severity of QTc prolongation can be increased when Anagrelide is combined with Domperidone.
P080391,DB00321,DB01184,429,45540,Amitriptyline,Domperidone,The therapeutic efficacy of Domperidone can be decreased when used in combination with Amitriptyline.
P080392,DB00915,DB01184,18426,45540,Amantadine,Domperidone,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Domperidone.
P080396,DB01118,DB01184,45441,45540,Amiodarone,Domperidone,The metabolism of Amiodarone can be decreased when combined with Domperidone.
P080397,DB01211,DB01184,47018,45540,Clarithromycin,Domperidone,The risk or severity of QTc prolongation can be increased when Clarithromycin is combined with Domperidone.
P080398,DB00501,DB01184,38366,45540,Cimetidine,Domperidone,The metabolism of Domperidone can be decreased when combined with Cimetidine.
P080400,DB00280,DB00843,37911,47352,Disopyramide,Donepezil,The therapeutic efficacy of Disopyramide can be decreased when used in combination with Donepezil.
P080401,DB00501,DB00843,38366,47352,Cimetidine,Donepezil,The metabolism of Donepezil can be decreased when combined with Cimetidine.
P080402,DB00477,DB00843,1924,47352,Chlorpromazine,Donepezil,The therapeutic efficacy of Chlorpromazine can be decreased when used in combination with Donepezil.
P080404,DB01075,DB00843,3107,47352,Diphenhydramine,Donepezil,The therapeutic efficacy of Diphenhydramine can be decreased when used in combination with Donepezil.
P080405,DB00608,DB00843,1833,47352,Chloroquine,Donepezil,The metabolism of Donepezil can be decreased when combined with Chloroquine.
P080407,DB01184,DB00843,45540,47352,Domperidone,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Domperidone.
P080408,DB00537,DB00843,45503,47352,Ciprofloxacin,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Ciprofloxacin.
P080412,DB01072,DB00843,47479,47352,Atazanavir,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Atazanavir.
P080418,DB00261,DB00843,47262,47352,Anagrelide,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Anagrelide.
P080419,DB00207,DB00843,46236,47352,Azithromycin,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Azithromycin.
P080420,DB00321,DB00843,429,47352,Amitriptyline,Donepezil,The metabolism of Amitriptyline can be decreased when combined with Donepezil.
P080422,DB00915,DB00843,18426,47352,Amantadine,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Amantadine.
P080423,DB01118,DB00843,45441,47352,Amiodarone,Donepezil,The metabolism of Amiodarone can be decreased when combined with Donepezil.
P080424,DB01211,DB00843,47018,47352,Clarithromycin,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Clarithromycin.
P080425,DB00215,DB00843,47317,47352,Citalopram,Donepezil,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Citalopram.
P080427,DB00207,DB01142,46236,3198,Azithromycin,Doxepin,The serum concentration of Doxepin can be increased when it is combined with Azithromycin.
P080428,DB00477,DB01142,1924,3198,Chlorpromazine,Doxepin,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Doxepin.
P080429,DB00843,DB01142,47352,3198,Donepezil,Doxepin,The metabolism of Doxepin can be decreased when combined with Donepezil.
P080430,DB00501,DB01142,38366,3198,Cimetidine,Doxepin,The metabolism of Doxepin can be decreased when combined with Cimetidine.
P080432,DB00215,DB01142,47317,3198,Citalopram,Doxepin,The risk or severity of adverse effects can be increased when Citalopram is combined with Doxepin.
P080433,DB01072,DB01142,47479,3198,Atazanavir,Doxepin,Doxepin can cause a decrease in the absorption of Atazanavir resulting in a reduced serum concentration and potentially a decrease in efficacy.
P080434,DB01075,DB01142,3107,3198,Diphenhydramine,Doxepin,The metabolism of Doxepin can be decreased when combined with Diphenhydramine.
P080436,DB00608,DB01142,1833,3198,Chloroquine,Doxepin,The metabolism of Doxepin can be decreased when combined with Chloroquine.
P080437,DB01184,DB01142,45540,3198,Domperidone,Doxepin,The therapeutic efficacy of Domperidone can be decreased when used in combination with Doxepin.
P080440,DB00261,DB01142,47262,3198,Anagrelide,Doxepin,The risk or severity of QTc prolongation can be increased when Doxepin is combined with Anagrelide.
P080441,DB00537,DB01142,45503,3198,Ciprofloxacin,Doxepin,The metabolism of Doxepin can be decreased when combined with Ciprofloxacin.
P080444,DB01211,DB01142,47018,3198,Clarithromycin,Doxepin,The metabolism of Doxepin can be increased when combined with Clarithromycin.
P080447,DB00681,DB01142,520,3198,Amphotericin B,Doxepin,The metabolism of Doxepin can be decreased when combined with Amphotericin B.
P080449,DB00915,DB01142,18426,3198,Amantadine,Doxepin,Amantadine may decrease the excretion rate of Doxepin which could result in a higher serum level.
P080450,DB01118,DB01142,45441,3198,Amiodarone,Doxepin,The metabolism of Doxepin can be decreased when combined with Amiodarone.
P080452,DB00280,DB01142,37911,3198,Disopyramide,Doxepin,The risk or severity of QTc prolongation can be increased when Doxepin is combined with Disopyramide.
P080453,DB00321,DB01142,429,3198,Amitriptyline,Doxepin,The metabolism of Amitriptyline can be decreased when combined with Doxepin.
P080455,DB00215,DB04855,47317,47804,Citalopram,Dronedarone,The metabolism of Dronedarone can be decreased when combined with Citalopram.
P080456,DB00280,DB04855,37911,47804,Disopyramide,Dronedarone,The risk or severity of QTc prolongation can be increased when Disopyramide is combined with Dronedarone.
P080457,DB01072,DB04855,47479,47804,Atazanavir,Dronedarone,The metabolism of Dronedarone can be decreased when combined with Atazanavir.
P080458,DB00477,DB04855,1924,47804,Chlorpromazine,Dronedarone,The risk or severity of QTc prolongation can be increased when Chlorpromazine is combined with Dronedarone.
P080459,DB01075,DB04855,3107,47804,Diphenhydramine,Dronedarone,The risk or severity of QTc prolongation can be increased when Diphenhydramine is combined with Dronedarone.
P080462,DB00608,DB04855,1833,47804,Chloroquine,Dronedarone,The risk or severity of QTc prolongation can be increased when Chloroquine is combined with Dronedarone.
P080466,DB00843,DB04855,47352,47804,Donepezil,Dronedarone,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Dronedarone.
P080468,DB00207,DB04855,46236,47804,Azithromycin,Dronedarone,The risk or severity of QTc prolongation can be increased when Azithromycin is combined with Dronedarone.
P080469,DB01184,DB04855,45540,47804,Domperidone,Dronedarone,The risk or severity of QTc prolongation can be increased when Domperidone is combined with Dronedarone.
P080472,DB00681,DB04855,520,47804,Amphotericin B,Dronedarone,The metabolism of Dronedarone can be decreased when combined with Amphotericin B.
P080474,DB00321,DB04855,429,47804,Amitriptyline,Dronedarone,The metabolism of Amitriptyline can be decreased when combined with Dronedarone.
P080475,DB01142,DB04855,3198,47804,Doxepin,Dronedarone,The metabolism of Doxepin can be decreased when combined with Dronedarone.
P080476,DB00537,DB04855,45503,47804,Ciprofloxacin,Dronedarone,The metabolism of Dronedarone can be decreased when combined with Ciprofloxacin.
P080478,DB00915,DB04855,18426,47804,Amantadine,Dronedarone,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Dronedarone.
P080479,DB00501,DB04855,38366,47804,Cimetidine,Dronedarone,The metabolism of Dronedarone can be decreased when combined with Cimetidine.
P080481,DB00261,DB04855,47262,47804,Anagrelide,Dronedarone,The risk or severity of QTc prolongation can be increased when Anagrelide is combined with Dronedarone.
P080482,DB01118,DB04855,45441,47804,Amiodarone,Dronedarone,The metabolism of Dronedarone can be decreased when combined with Amiodarone.
P080483,DB01211,DB04855,47018,47804,Clarithromycin,Dronedarone,The metabolism of Dronedarone can be increased when combined with Clarithromycin.
P080546,DB00915,DB00199,18426,3458,Amantadine,Erythromycin,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Erythromycin.
P080547,DB01118,DB00199,45441,3458,Amiodarone,Erythromycin,The metabolism of Amiodarone can be decreased when combined with Erythromycin.
P080549,DB00501,DB00199,38366,3458,Cimetidine,Erythromycin,The risk or severity of liver damage can be increased when Erythromycin is combined with Cimetidine.
P080550,DB00321,DB00199,429,3458,Amitriptyline,Erythromycin,The serum concentration of Amitriptyline can be increased when it is combined with Erythromycin.
P080551,DB01211,DB00199,47018,3458,Clarithromycin,Erythromycin,The serum concentration of Clarithromycin can be increased when it is combined with Erythromycin.
P080553,DB00261,DB00199,47262,3458,Anagrelide,Erythromycin,The risk or severity of QTc prolongation can be increased when Erythromycin is combined with Anagrelide.
P080554,DB01184,DB00199,45540,3458,Domperidone,Erythromycin,The risk or severity of QTc prolongation can be increased when Erythromycin is combined with Domperidone.
P080555,DB00537,DB00199,45503,3458,Ciprofloxacin,Erythromycin,The serum concentration of Ciprofloxacin can be increased when it is combined with Erythromycin.
P080558,DB04855,DB00199,47804,3458,Dronedarone,Erythromycin,The metabolism of Dronedarone can be decreased when combined with Erythromycin.
P080561,DB01072,DB00199,47479,3458,Atazanavir,Erythromycin,The serum concentration of Atazanavir can be increased when it is combined with Erythromycin.
P080562,DB01075,DB00199,3107,3458,Diphenhydramine,Erythromycin,The risk or severity of QTc prolongation can be increased when Diphenhydramine is combined with Erythromycin.
P080564,DB00843,DB00199,47352,3458,Donepezil,Erythromycin,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Erythromycin.
P080565,DB01142,DB00199,3198,3458,Doxepin,Erythromycin,The metabolism of Doxepin can be decreased when combined with Erythromycin.
P080566,DB00215,DB00199,47317,3458,Citalopram,Erythromycin,The risk or severity of QTc prolongation can be increased when Erythromycin is combined with Citalopram.
P080567,DB00477,DB00199,1924,3458,Chlorpromazine,Erythromycin,The risk or severity of liver damage can be increased when Erythromycin is combined with Chlorpromazine.
P080568,DB00280,DB00199,37911,3458,Disopyramide,Erythromycin,Erythromycin may increase the QTc-prolonging activities of Disopyramide.
P080571,DB00207,DB00199,46236,3458,Azithromycin,Erythromycin,The serum concentration of Azithromycin can be increased when it is combined with Erythromycin.
P080576,DB00608,DB00199,1833,3458,Chloroquine,Erythromycin,The serum concentration of Chloroquine can be increased when it is combined with Erythromycin.
P080577,DB00280,DB01175,37911,47553,Disopyramide,Escitalopram,The risk or severity of QTc prolongation can be increased when Disopyramide is combined with Escitalopram.
